Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1766848962.077843,8220,1,1
1,NewOrder,1766848962.082536,26414,2,1
2,Payment,1766848962.086087,8918,1,1
4,Delivery,1766848962.091178,50335,3,1
1,NewOrder,1766848962.095034,31677,1,1
2,Payment,1766848962.103710,7664,0,1
4,Delivery,1766848962.108977,55364,2,1
2,Payment,1766848962.111395,8136,0,1
2,Payment,1766848962.119556,6740,0,1
2,Payment,1766848962.126321,10334,0,1
1,NewOrder,1766848962.126731,22798,1,1
1,NewOrder,1766848962.136679,30347,0,1
1,NewOrder,1766848962.141541,36908,3,1
1,NewOrder,1766848962.149556,33535,1,1
2,Payment,1766848962.164366,11049,2,1
2,Payment,1766848962.167041,13471,0,1
3,OrderStatus,1766848962.175440,1743,2,1
1,NewOrder,1766848962.177192,45366,2,1
2,Payment,1766848962.178457,14348,3,1
1,NewOrder,1766848962.180520,33307,0,1
1,NewOrder,1766848962.183112,31301,1,1
2,Payment,1766848962.192840,17205,3,1
2,Payment,1766848962.210074,12537,3,1
1,NewOrder,1766848962.213851,25707,0,1
1,NewOrder,1766848962.214432,27722,1,1
2,Payment,1766848962.222585,8566,2,1
2,Payment,1766848962.222630,11062,3,1
1,NewOrder,1766848962.231173,36897,2,1
3,OrderStatus,1766848962.233717,2771,3,1
1,NewOrder,1766848962.236528,41053,3,1
2,Payment,1766848962.239585,11847,0,1
2,Payment,1766848962.242179,11145,1,1
1,NewOrder,1766848962.251459,38856,0,1
2,Payment,1766848962.253350,12637,1,1
1,NewOrder,1766848962.266015,47202,1,1
1,NewOrder,1766848962.268092,19336,2,1
1,NewOrder,1766848962.277617,39066,3,1
4,Delivery,1766848962.287458,72093,2,1
2,Payment,1766848962.290340,10118,0,1
2,Payment,1766848962.300483,16249,0,1
3,OrderStatus,1766848962.313248,2842,1,1
2,Payment,1766848962.316113,14961,1,1
2,Payment,1766848962.316701,12066,3,1
1,NewOrder,1766848962.316752,39810,0,1
2,Payment,1766848962.328788,12319,3,1
2,Payment,1766848962.331092,14247,1,1
2,Payment,1766848962.341128,15242,3,1
1,NewOrder,1766848962.345368,29744,1,1
1,NewOrder,1766848962.356395,33404,3,1
1,NewOrder,1766848962.356581,28471,0,1
1,NewOrder,1766848962.359582,22622,2,1
1,NewOrder,1766848962.375134,42424,1,1
5,StockLevel,1766848962.382321,2398,2,1
1,NewOrder,1766848962.384748,34988,2,1
2,Payment,1766848962.385072,12216,0,1
2,Payment,1766848962.389825,12172,3,1
1,NewOrder,1766848962.397320,36538,0,1
3,OrderStatus,1766848962.402027,4388,3,1
4,Delivery,1766848962.406439,62441,3,1
2,Payment,1766848962.417581,9768,1,1
2,Payment,1766848962.419742,10148,2,1
2,Payment,1766848962.427373,10771,1,1
1,NewOrder,1766848962.429916,28640,2,1
1,NewOrder,1766848962.433880,34985,0,1
2,Payment,1766848962.438173,13363,1,1
2,Payment,1766848962.451563,10222,1,1
1,NewOrder,1766848962.458686,31272,2,1
2,Payment,1766848962.461808,10783,1,1
2,Payment,1766848962.468886,12954,0,1
2,Payment,1766848962.468903,16794,3,1
1,NewOrder,1766848962.472625,30328,1,1
1,NewOrder,1766848962.481862,45974,0,1
2,Payment,1766848962.485722,12156,3,1
5,StockLevel,1766848962.489982,2955,2,1
2,Payment,1766848962.492959,13309,2,1
1,NewOrder,1766848962.497904,40885,3,1
1,NewOrder,1766848962.502993,31079,1,1
1,NewOrder,1766848962.506284,41443,2,1
5,StockLevel,1766848962.527867,4898,0,1
2,Payment,1766848962.532793,9613,0,1
1,NewOrder,1766848962.534085,23043,1,1
2,Payment,1766848962.538810,12430,3,1
4,Delivery,1766848962.542431,64997,0,1
1,NewOrder,1766848962.547751,27792,2,1
5,StockLevel,1766848962.551266,3006,3,1
2,Payment,1766848962.554296,12685,3,1
1,NewOrder,1766848962.557151,34069,1,1
2,Payment,1766848962.567009,12810,3,1
1,NewOrder,1766848962.575570,39439,2,1
1,NewOrder,1766848962.579844,31394,3,1
2,Payment,1766848962.591248,11995,1,1
3,OrderStatus,1766848962.603271,4210,1,1
2,Payment,1766848962.607496,14217,1,1
1,NewOrder,1766848962.607677,26521,0,1
1,NewOrder,1766848962.611265,37612,3,1
2,Payment,1766848962.615025,15226,2,1
2,Payment,1766848962.621735,16949,1,1
2,Payment,1766848962.630273,12782,2,1
1,NewOrder,1766848962.634223,35367,0,1
2,Payment,1766848962.638712,14422,1,1
2,Payment,1766848962.643081,14569,2,1
2,Payment,1766848962.648905,11584,3,1
2,Payment,1766848962.653158,19823,1,1
2,Payment,1766848962.657672,15961,2,1
2,Payment,1766848962.660518,13385,3,1
1,NewOrder,1766848962.669618,30478,0,1
2,Payment,1766848962.672993,10534,1,1
4,Delivery,1766848962.673639,60208,2,1
2,Payment,1766848962.673926,13614,3,1
2,Payment,1766848962.683552,12252,1,1
2,Payment,1766848962.687564,16850,3,1
1,NewOrder,1766848962.695845,29643,1,1
1,NewOrder,1766848962.700107,37646,0,1
1,NewOrder,1766848962.704442,25349,3,1
2,Payment,1766848962.725523,16961,1,1
2,Payment,1766848962.729820,17380,3,1
2,Payment,1766848962.733877,13678,2,1
2,Payment,1766848962.737785,13681,0,1
1,NewOrder,1766848962.742523,25830,1,1
1,NewOrder,1766848962.747225,37974,3,1
1,NewOrder,1766848962.747577,44435,2,1
2,Payment,1766848962.751493,24893,0,1
1,NewOrder,1766848962.768375,36669,1,1
2,Payment,1766848962.776424,21544,0,1
3,OrderStatus,1766848962.785220,2973,3,1
2,Payment,1766848962.788212,17843,3,1
2,Payment,1766848962.792036,13067,2,1
1,NewOrder,1766848962.798000,20884,0,1
3,OrderStatus,1766848962.805073,6502,1,1
2,Payment,1766848962.805454,14470,2,1
2,Payment,1766848962.806062,12334,3,1
1,NewOrder,1766848962.811597,29943,1,1
4,Delivery,1766848962.818434,68656,3,1
5,StockLevel,1766848962.818890,3620,0,1
1,NewOrder,1766848962.819945,34548,2,1
1,NewOrder,1766848962.822533,22549,0,1
2,Payment,1766848962.841564,7828,1,1
3,OrderStatus,1766848962.845105,4515,0,1
3,OrderStatus,1766848962.849424,3865,1,1
2,Payment,1766848962.849639,8312,0,1
2,Payment,1766848962.853309,7059,1,1
1,NewOrder,1766848962.854512,30131,2,1
3,OrderStatus,1766848962.857973,2742,0,1
2,Payment,1766848962.860382,8944,1,1
1,NewOrder,1766848962.860722,37411,0,1
1,NewOrder,1766848962.869342,60553,1,1
1,NewOrder,1766848962.884674,45236,2,1
1,NewOrder,1766848962.887110,55133,3,1
1,NewOrder,1766848962.898166,45282,0,1
1,NewOrder,1766848962.929924,34141,1,1
5,StockLevel,1766848962.929924,3156,2,1
1,NewOrder,1766848962.933099,35800,2,1
2,Payment,1766848962.942274,14784,3,1
2,Payment,1766848962.943468,12625,0,1
1,NewOrder,1766848962.956118,26612,0,1
2,Payment,1766848962.957067,8649,3,1
2,Payment,1766848962.964090,12459,1,1
1,NewOrder,1766848962.965744,23894,3,1
2,Payment,1766848962.968925,10253,2,1
2,Payment,1766848962.976580,9969,1,1
1,NewOrder,1766848962.979209,20611,2,1
1,NewOrder,1766848962.982753,28046,0,1
3,OrderStatus,1766848962.986573,3069,1,1
2,Payment,1766848962.989651,8244,1,1
4,Delivery,1766848962.989659,60680,3,1
1,NewOrder,1766848962.997914,28322,1,1
2,Payment,1766848962.999844,9803,2,1
1,NewOrder,1766848963.009674,22614,2,1
1,NewOrder,1766848963.010821,25143,0,1
1,NewOrder,1766848963.026267,24158,1,1
1,NewOrder,1766848963.032311,26239,2,1
2,Payment,1766848963.035991,10337,0,1
2,Payment,1766848963.046357,7280,0,1
5,StockLevel,1766848963.050359,3308,3,1
1,NewOrder,1766848963.050450,29467,1,1
2,Payment,1766848963.053653,10579,0,1
1,NewOrder,1766848963.053696,38779,3,1
5,StockLevel,1766848963.058576,3393,2,1
2,Payment,1766848963.061992,9514,2,1
2,Payment,1766848963.064259,9505,0,1
1,NewOrder,1766848963.071535,26065,2,1
1,NewOrder,1766848963.073788,28219,0,1
1,NewOrder,1766848963.079936,36762,1,1
2,Payment,1766848963.092509,11668,3,1
1,NewOrder,1766848963.097630,25573,2,1
1,NewOrder,1766848963.102028,30120,0,1
2,Payment,1766848963.104204,10172,3,1
1,NewOrder,1766848963.114403,40507,3,1
4,Delivery,1766848963.116724,78765,1,1
1,NewOrder,1766848963.123227,44606,2,1
1,NewOrder,1766848963.132202,28390,0,1
2,Payment,1766848963.154935,10464,3,1
2,Payment,1766848963.160622,9515,0,1
1,NewOrder,1766848963.165426,37423,3,1
2,Payment,1766848963.167849,17845,2,1
2,Payment,1766848963.170163,13080,0,1
1,NewOrder,1766848963.183269,29981,0,1
2,Payment,1766848963.185723,12982,2,1
2,Payment,1766848963.195524,10716,1,1
2,Payment,1766848963.198736,11733,2,1
1,NewOrder,1766848963.202889,36390,3,1
2,Payment,1766848963.206272,11115,1,1
1,NewOrder,1766848963.210547,26203,2,1
2,Payment,1766848963.213271,11747,0,1
2,Payment,1766848963.217426,14999,1,1
2,Payment,1766848963.225045,9311,0,1
2,Payment,1766848963.232451,10138,1,1
1,NewOrder,1766848963.234381,43413,0,1
2,Payment,1766848963.236768,9659,2,1
1,NewOrder,1766848963.239304,23867,3,1
1,NewOrder,1766848963.242615,32420,1,1
2,Payment,1766848963.246460,12393,2,1
1,NewOrder,1766848963.259360,31657,2,1
2,Payment,1766848963.263198,10000,3,1
4,Delivery,1766848963.273226,60930,3,1
5,StockLevel,1766848963.275058,2773,1,1
1,NewOrder,1766848963.277819,36393,0,1
2,Payment,1766848963.277846,15765,1,1
1,NewOrder,1766848963.291046,19298,2,1
4,Delivery,1766848963.293623,78309,1,1
1,NewOrder,1766848963.310374,39450,2,1
1,NewOrder,1766848963.314236,29707,0,1
2,Payment,1766848963.334184,12782,3,1
2,Payment,1766848963.343971,9491,0,1
1,NewOrder,1766848963.346995,25131,3,1
1,NewOrder,1766848963.349855,28087,2,1
5,StockLevel,1766848963.353490,2570,0,1
2,Payment,1766848963.356081,11461,0,1
1,NewOrder,1766848963.367566,26688,0,1
1,NewOrder,1766848963.371991,29520,1,1
2,Payment,1766848963.372129,10811,3,1
1,NewOrder,1766848963.377968,38590,2,1
2,Payment,1766848963.382961,15061,3,1
2,Payment,1766848963.394278,13449,0,1
1,NewOrder,1766848963.398045,32469,3,1
2,Payment,1766848963.401536,10865,1,1
2,Payment,1766848963.407757,12759,0,1
2,Payment,1766848963.412423,10277,1,1
2,Payment,1766848963.416595,13953,2,1
2,Payment,1766848963.420539,16247,0,1
2,Payment,1766848963.422719,14445,1,1
1,NewOrder,1766848963.430540,18400,3,1
4,Delivery,1766848963.430567,66889,2,1
1,NewOrder,1766848963.436811,36898,0,1
1,NewOrder,1766848963.437171,45626,1,1
3,OrderStatus,1766848963.448963,3472,3,1
1,NewOrder,1766848963.452450,30267,3,1
4,Delivery,1766848963.473732,66158,0,1
2,Payment,1766848963.482741,11403,3,1
1,NewOrder,1766848963.482817,19972,1,1
1,NewOrder,1766848963.494170,38364,3,1
2,Payment,1766848963.497509,9638,2,1
1,NewOrder,1766848963.502817,23226,1,1
1,NewOrder,1766848963.507170,22565,2,1
2,Payment,1766848963.526067,13830,1,1
5,StockLevel,1766848963.529761,2397,2,1
1,NewOrder,1766848963.532173,39661,2,1
1,NewOrder,1766848963.532541,31504,3,1
2,Payment,1766848963.539913,16729,1,1
1,NewOrder,1766848963.539913,26662,0,1
1,NewOrder,1766848963.556830,36651,1,1
1,NewOrder,1766848963.564069,29497,3,1
1,NewOrder,1766848963.566607,23659,0,1
1,NewOrder,1766848963.571856,27853,2,1
1,NewOrder,1766848963.590293,22441,0,1
3,OrderStatus,1766848963.593522,3482,1,1
2,Payment,1766848963.593597,9339,3,1
1,NewOrder,1766848963.597026,27485,1,1
1,NewOrder,1766848963.599727,28964,2,1
1,NewOrder,1766848963.602951,29359,3,1
1,NewOrder,1766848963.612781,35955,0,1
5,StockLevel,1766848963.624538,3039,1,1
2,Payment,1766848963.627620,13169,1,1
2,Payment,1766848963.628701,16029,2,1
1,NewOrder,1766848963.632335,38324,3,1
1,NewOrder,1766848963.640812,22017,1,1
2,Payment,1766848963.644897,11660,2,1
1,NewOrder,1766848963.648758,25578,0,1
4,Delivery,1766848963.656585,64449,2,1
1,NewOrder,1766848963.662856,46355,1,1
2,Payment,1766848963.670680,11554,3,1
1,NewOrder,1766848963.674357,31658,0,1
1,NewOrder,1766848963.682264,32525,3,1
2,Payment,1766848963.706039,11242,0,1
1,NewOrder,1766848963.709247,40545,1,1
1,NewOrder,1766848963.714812,31159,3,1
2,Payment,1766848963.717306,9654,0,1
1,NewOrder,1766848963.721058,33408,2,1
1,NewOrder,1766848963.726981,31356,0,1
1,NewOrder,1766848963.745998,51459,3,1
2,Payment,1766848963.749820,13042,1,1
2,Payment,1766848963.754501,14348,2,1
1,NewOrder,1766848963.758368,42832,0,1
1,NewOrder,1766848963.762890,30974,1,1
3,OrderStatus,1766848963.768872,2920,2,1
1,NewOrder,1766848963.771816,33392,2,1
1,NewOrder,1766848963.793892,32501,1,1
2,Payment,1766848963.797483,12055,3,1
2,Payment,1766848963.801222,12810,0,1
2,Payment,1766848963.805231,12968,2,1
2,Payment,1766848963.809560,12884,3,1
1,NewOrder,1766848963.814055,36825,0,1
1,NewOrder,1766848963.818224,28371,2,1
2,Payment,1766848963.822472,18304,3,1
5,StockLevel,1766848963.826414,4367,1,1
2,Payment,1766848963.830807,21426,1,1
2,Payment,1766848963.840799,14421,3,1
2,Payment,1766848963.846624,13872,2,1
1,NewOrder,1766848963.850902,106239,0,1
1,NewOrder,1766848963.852241,106484,1,1
1,NewOrder,1766848963.855243,59304,3,1
1,NewOrder,1766848963.860525,99024,2,1
2,Payment,1766848963.914575,80986,3,1
2,Payment,1766848963.957166,95212,0,1
2,Payment,1766848963.958746,93685,1,1
1,NewOrder,1766848963.959557,92822,2,1
1,NewOrder,1766848963.995588,57625,3,1
2,Payment,1766848964.052408,9378,0,1
2,Payment,1766848964.052408,10397,2,1
2,Payment,1766848964.052452,10697,1,1
1,NewOrder,1766848964.053235,44483,3,1
2,Payment,1766848964.061812,17319,0,1
1,NewOrder,1766848964.062815,47884,2,1
1,NewOrder,1766848964.063156,49742,1,1
3,OrderStatus,1766848964.079155,4545,0,1
2,Payment,1766848964.083727,9171,0,1
1,NewOrder,1766848964.092921,37254,0,1
1,NewOrder,1766848964.097752,25489,3,1
1,NewOrder,1766848964.110730,42327,2,1
4,Delivery,1766848964.112911,91550,1,1
1,NewOrder,1766848964.123266,26137,3,1
1,NewOrder,1766848964.130202,39611,0,1
1,NewOrder,1766848964.149430,35598,3,1
2,Payment,1766848964.153081,11148,2,1
1,NewOrder,1766848964.164257,43562,2,1
1,NewOrder,1766848964.169840,37951,0,1
1,NewOrder,1766848964.185058,42733,3,1
2,Payment,1766848964.204501,12652,1,1
4,Delivery,1766848964.207818,78060,0,1
1,NewOrder,1766848964.207839,39469,2,1
2,Payment,1766848964.217229,21077,1,1
2,Payment,1766848964.227819,12464,3,1
5,StockLevel,1766848964.238331,4806,1,1
1,NewOrder,1766848964.240304,71881,3,1
2,Payment,1766848964.243174,18004,1,1
2,Payment,1766848964.247330,12072,2,1
2,Payment,1766848964.259428,13861,2,1
2,Payment,1766848964.261188,10237,1,1
1,NewOrder,1766848964.271452,60354,1,1
1,NewOrder,1766848964.273308,59937,2,1
1,NewOrder,1766848964.285915,22772,0,1
1,NewOrder,1766848964.308714,24663,0,1
1,NewOrder,1766848964.312235,44914,3,1
1,NewOrder,1766848964.331833,44855,1,1
2,Payment,1766848964.333255,8265,2,1
2,Payment,1766848964.333385,6503,0,1
3,OrderStatus,1766848964.339912,3441,0,1
1,NewOrder,1766848964.341541,44178,2,1
1,NewOrder,1766848964.343364,30853,0,1
1,NewOrder,1766848964.357167,24759,3,1
1,NewOrder,1766848964.374248,20766,0,1
2,Payment,1766848964.376708,12488,1,1
4,Delivery,1766848964.381949,71974,3,1
3,OrderStatus,1766848964.385769,3319,2,1
2,Payment,1766848964.389096,7675,2,1
1,NewOrder,1766848964.389202,19112,1,1
2,Payment,1766848964.395023,7655,0,1
1,NewOrder,1766848964.396778,39561,2,1
2,Payment,1766848964.402697,13906,0,1
1,NewOrder,1766848964.408669,48174,1,1
1,NewOrder,1766848964.416636,40195,0,1
3,OrderStatus,1766848964.436367,6188,2,1
2,Payment,1766848964.442806,9061,2,1
4,Delivery,1766848964.451890,63190,2,1
5,StockLevel,1766848964.453941,2794,3,1
2,Payment,1766848964.456751,7443,3,1
2,Payment,1766848964.456837,10480,0,1
1,NewOrder,1766848964.456859,28183,1,1
1,NewOrder,1766848964.464216,43396,3,1
2,Payment,1766848964.467341,7964,0,1
1,NewOrder,1766848964.475332,30765,0,1
2,Payment,1766848964.485070,11045,1,1
1,NewOrder,1766848964.496143,46932,1,1
1,NewOrder,1766848964.506124,22895,0,1
5,StockLevel,1766848964.507625,3145,3,1
1,NewOrder,1766848964.510792,37230,3,1
5,StockLevel,1766848964.515106,2401,2,1
2,Payment,1766848964.517528,11480,2,1
2,Payment,1766848964.529035,11676,0,1
2,Payment,1766848964.529038,11673,2,1
1,NewOrder,1766848964.540737,23809,0,1
5,StockLevel,1766848964.540737,5235,2,1
2,Payment,1766848964.543097,12473,1,1
2,Payment,1766848964.545991,14063,2,1
1,NewOrder,1766848964.548046,45789,3,1
4,Delivery,1766848964.555627,92250,1,1
1,NewOrder,1766848964.560076,33380,2,1
2,Payment,1766848964.564572,10528,0,1
3,OrderStatus,1766848964.575140,5701,0,1
2,Payment,1766848964.580864,10493,0,1
2,Payment,1766848964.591385,13458,0,1
2,Payment,1766848964.593494,14395,2,1
3,OrderStatus,1766848964.593841,4108,3,1
2,Payment,1766848964.597976,12942,3,1
2,Payment,1766848964.604868,17575,0,1
2,Payment,1766848964.607909,12077,2,1
2,Payment,1766848964.610946,14428,3,1
2,Payment,1766848964.620012,22108,2,1
1,NewOrder,1766848964.622467,36607,0,1
2,Payment,1766848964.625402,19420,3,1
1,NewOrder,1766848964.642149,44812,2,1
5,StockLevel,1766848964.644846,2649,3,1
1,NewOrder,1766848964.647517,27945,3,1
1,NewOrder,1766848964.647893,49872,1,1
1,NewOrder,1766848964.659099,41045,0,1
4,Delivery,1766848964.675502,84566,3,1
2,Payment,1766848964.686987,13167,2,1
2,Payment,1766848964.697789,7921,1,1
1,NewOrder,1766848964.700159,26552,0,1
2,Payment,1766848964.700173,8895,2,1
2,Payment,1766848964.705736,17297,1,1
1,NewOrder,1766848964.709091,47534,2,1
1,NewOrder,1766848964.723060,41559,1,1
1,NewOrder,1766848964.726743,43150,0,1
1,NewOrder,1766848964.756650,41715,2,1
1,NewOrder,1766848964.760096,44816,3,1
2,Payment,1766848964.764643,14706,1,1
2,Payment,1766848964.769920,11962,0,1
2,Payment,1766848964.779373,10781,1,1
1,NewOrder,1766848964.781904,27459,0,1
2,Payment,1766848964.790180,10782,1,1
2,Payment,1766848964.798392,14091,2,1
1,NewOrder,1766848964.800985,27828,1,1
2,Payment,1766848964.804946,12206,3,1
2,Payment,1766848964.809391,10172,0,1
2,Payment,1766848964.812512,10085,2,1
5,StockLevel,1766848964.817174,3246,3,1
1,NewOrder,1766848964.819649,23886,0,1
2,Payment,1766848964.820437,10810,3,1
2,Payment,1766848964.822607,11373,2,1
1,NewOrder,1766848964.828839,33279,1,1
4,Delivery,1766848964.831274,79779,3,1
1,NewOrder,1766848964.834004,24461,2,1
2,Payment,1766848964.843557,11853,0,1
2,Payment,1766848964.855438,8994,0,1
2,Payment,1766848964.858500,10185,2,1
1,NewOrder,1766848964.862136,25992,1,1
2,Payment,1766848964.864547,9855,0,1
1,NewOrder,1766848964.868704,39208,2,1
1,NewOrder,1766848964.874427,30539,0,1
2,Payment,1766848964.888152,11899,1,1
2,Payment,1766848964.900081,13849,1,1
1,NewOrder,1766848964.904988,49052,0,1
1,NewOrder,1766848964.907944,42768,2,1
1,NewOrder,1766848964.911079,35749,3,1
1,NewOrder,1766848964.913961,50860,1,1
1,NewOrder,1766848964.946854,44481,3,1
2,Payment,1766848964.950782,10251,2,1
1,NewOrder,1766848964.954061,44170,0,1
2,Payment,1766848964.961061,12676,2,1
2,Payment,1766848964.964844,13389,1,1
2,Payment,1766848964.973771,12157,2,1
1,NewOrder,1766848964.978257,48030,1,1
1,NewOrder,1766848964.985953,27156,2,1
1,NewOrder,1766848964.991356,42058,3,1
2,Payment,1766848964.998253,11598,0,1
2,Payment,1766848965.009879,19601,0,1
1,NewOrder,1766848965.013129,46809,2,1
4,Delivery,1766848965.026314,73103,1,1
1,NewOrder,1766848965.029512,37594,0,1
2,Payment,1766848965.033438,22780,3,1
3,OrderStatus,1766848965.056240,2080,3,1
5,StockLevel,1766848965.058344,3806,3,1
1,NewOrder,1766848965.059963,26076,2,1
2,Payment,1766848965.062174,16339,3,1
2,Payment,1766848965.067131,15032,0,1
2,Payment,1766848965.078537,10776,3,1
1,NewOrder,1766848965.082176,26923,0,1
2,Payment,1766848965.086065,10661,2,1
2,Payment,1766848965.089338,14084,3,1
1,NewOrder,1766848965.096752,24972,2,1
2,Payment,1766848965.099439,13169,1,1
2,Payment,1766848965.103442,13162,3,1
3,OrderStatus,1766848965.109119,1890,0,1
4,Delivery,1766848965.111029,69117,0,1
1,NewOrder,1766848965.112626,26328,1,1
4,Delivery,1766848965.116629,89339,3,1
2,Payment,1766848965.121969,12680,2,1
1,NewOrder,1766848965.134675,30023,2,1
1,NewOrder,1766848965.138978,37827,1,1
1,NewOrder,1766848965.164757,46007,2,1
2,Payment,1766848965.176844,25102,1,1
2,Payment,1766848965.180172,23049,0,1
1,NewOrder,1766848965.201974,32684,1,1
2,Payment,1766848965.203229,14467,0,1
1,NewOrder,1766848965.205986,88061,3,1
1,NewOrder,1766848965.210792,68348,2,1
5,StockLevel,1766848965.217722,2293,0,1
1,NewOrder,1766848965.220041,74192,0,1
2,Payment,1766848965.234683,52192,1,1
5,StockLevel,1766848965.279168,2211,2,1
1,NewOrder,1766848965.281391,24936,2,1
1,NewOrder,1766848965.286901,34954,1,1
2,Payment,1766848965.294070,19267,3,1
1,NewOrder,1766848965.294238,27350,0,1
2,Payment,1766848965.306355,14942,2,1
1,NewOrder,1766848965.313359,32120,3,1
1,NewOrder,1766848965.321322,31497,2,1
2,Payment,1766848965.321595,8877,0,1
1,NewOrder,1766848965.321862,31423,1,1
1,NewOrder,1766848965.330505,32129,0,1
2,Payment,1766848965.345546,9091,3,1
2,Payment,1766848965.352844,8356,2,1
2,Payment,1766848965.353294,9584,1,1
1,NewOrder,1766848965.354661,20596,3,1
1,NewOrder,1766848965.361228,34843,2,1
2,Payment,1766848965.362649,11766,0,1
1,NewOrder,1766848965.362992,36615,1,1
2,Payment,1766848965.374439,8808,0,1
5,StockLevel,1766848965.375263,2280,3,1
2,Payment,1766848965.377559,8954,3,1
2,Payment,1766848965.383269,8607,0,1
1,NewOrder,1766848965.386535,23548,3,1
1,NewOrder,1766848965.391896,29525,0,1
2,Payment,1766848965.396094,9489,2,1
1,NewOrder,1766848965.399625,34599,1,1
1,NewOrder,1766848965.405601,29976,2,1
2,Payment,1766848965.410112,8202,3,1
4,Delivery,1766848965.418337,71789,3,1
2,Payment,1766848965.421447,10216,0,1
2,Payment,1766848965.431689,7505,0,1
1,NewOrder,1766848965.434245,18258,1,1
2,Payment,1766848965.435594,8979,2,1
2,Payment,1766848965.439218,9010,0,1
1,NewOrder,1766848965.444604,19369,2,1
5,StockLevel,1766848965.448252,2354,0,1
1,NewOrder,1766848965.450631,35730,0,1
2,Payment,1766848965.452528,6561,1,1
2,Payment,1766848965.459113,8056,1,1
1,NewOrder,1766848965.463995,31636,2,1
1,NewOrder,1766848965.467196,31504,1,1
2,Payment,1766848965.486389,11506,0,1
1,NewOrder,1766848965.490148,23349,3,1
5,StockLevel,1766848965.495654,1919,2,1
2,Payment,1766848965.497599,12376,2,1
2,Payment,1766848965.497917,13210,0,1
1,NewOrder,1766848965.498720,36968,1,1
1,NewOrder,1766848965.510000,17490,2,1
2,Payment,1766848965.511152,11121,0,1
1,NewOrder,1766848965.513517,42962,3,1
2,Payment,1766848965.522297,7757,0,1
1,NewOrder,1766848965.527523,40932,2,1
2,Payment,1766848965.530075,13346,0,1
2,Payment,1766848965.535711,11376,1,1
2,Payment,1766848965.543446,9251,0,1
4,Delivery,1766848965.547109,75729,1,1
1,NewOrder,1766848965.552722,28256,0,1
1,NewOrder,1766848965.556511,40498,3,1
1,NewOrder,1766848965.568477,27852,2,1
2,Payment,1766848965.581008,13221,0,1
5,StockLevel,1766848965.594251,4033,0,1
1,NewOrder,1766848965.596354,30152,2,1
1,NewOrder,1766848965.597017,36086,3,1
4,Delivery,1766848965.598303,63308,0,1
2,Payment,1766848965.622867,10266,1,1
3,OrderStatus,1766848965.626535,3372,2,1
2,Payment,1766848965.629933,9944,2,1
2,Payment,1766848965.633129,12167,3,1
1,NewOrder,1766848965.633156,27349,1,1
2,Payment,1766848965.639902,8740,2,1
2,Payment,1766848965.645319,11775,3,1
1,NewOrder,1766848965.648664,30078,2,1
2,Payment,1766848965.657120,9836,3,1
1,NewOrder,1766848965.660569,20855,1,1
1,NewOrder,1766848965.661634,24240,0,1
1,NewOrder,1766848965.666982,21467,3,1
3,OrderStatus,1766848965.678767,4774,2,1
2,Payment,1766848965.681451,10082,1,1
2,Payment,1766848965.683561,7761,2,1
1,NewOrder,1766848965.685894,38392,0,1
1,NewOrder,1766848965.688477,27023,3,1
2,Payment,1766848965.691351,10886,2,1
1,NewOrder,1766848965.691542,42222,1,1
2,Payment,1766848965.702263,15988,2,1
1,NewOrder,1766848965.715523,32982,3,1
1,NewOrder,1766848965.718267,21645,2,1
2,Payment,1766848965.724330,11711,0,1
1,NewOrder,1766848965.733794,43254,1,1
1,NewOrder,1766848965.736060,22337,0,1
2,Payment,1766848965.739934,10454,2,1
1,NewOrder,1766848965.748532,32801,3,1
2,Payment,1766848965.750403,10162,2,1
1,NewOrder,1766848965.758421,31309,0,1
2,Payment,1766848965.760805,10907,2,1
2,Payment,1766848965.771746,13651,2,1
1,NewOrder,1766848965.777078,27632,1,1
1,NewOrder,1766848965.781358,40540,3,1
2,Payment,1766848965.786051,8926,2,1
4,Delivery,1766848965.789752,51886,0,1
2,Payment,1766848965.794999,11813,2,1
1,NewOrder,1766848965.804737,22894,1,1
2,Payment,1766848965.806829,10816,2,1
2,Payment,1766848965.817677,10269,2,1
4,Delivery,1766848965.821924,63966,3,1
1,NewOrder,1766848965.827658,18158,1,1
1,NewOrder,1766848965.827954,25460,2,1
4,Delivery,1766848965.841799,68159,0,1
5,StockLevel,1766848965.845841,4544,1,1
2,Payment,1766848965.850409,10912,1,1
2,Payment,1766848965.853431,15541,2,1
2,Payment,1766848965.861352,11708,1,1
1,NewOrder,1766848965.869004,40969,2,1
1,NewOrder,1766848965.873087,39371,1,1
2,Payment,1766848965.885917,15030,3,1
1,NewOrder,1766848965.900971,25104,3,1
1,NewOrder,1766848965.909993,31625,0,1
2,Payment,1766848965.909998,12536,2,1
1,NewOrder,1766848965.912476,40972,1,1
1,NewOrder,1766848965.922559,22269,2,1
1,NewOrder,1766848965.926138,55375,3,1
1,NewOrder,1766848965.941653,23580,0,1
1,NewOrder,1766848965.944851,51069,2,1
2,Payment,1766848965.953491,14642,1,1
2,Payment,1766848965.965257,15156,0,1
5,StockLevel,1766848965.968160,7313,1,1
1,NewOrder,1766848965.975509,54226,1,1
1,NewOrder,1766848965.980440,35297,0,1
2,Payment,1766848965.981530,17479,3,1
2,Payment,1766848965.995947,12834,2,1
